1787994405.289094423,5,63,,204,
1787994405.369867765,0,383,PATCH,,/nnrf-nfm/v1/nf-instances/95defcba-a388-41f1-b9a1-69e70846f410
1787994405.370048339,0,383,,204,
1787994405.370146496,6,61,,204,
1787994410.049559607,5,65,POST,,/nausf-auth/v1/ue-authentications
1787994410.049937597,7,1,POST,,/nausf-auth/v1/ue-authentications
1787994410.050248418,1,49,POST,,/nudm-ueau/v1/suci-0-999-70-0000-0-0-0000000001/security-information/generate-auth-data
1787994410.050485981,9,1,POST,,/nudm-ueau/v1/suci-0-999-70-0000-0-0-0000000001/security-information/generate-auth-data
1787994410.050770302,2,49,GET,,/nudr-dr/v1/subscription-data/imsi-999700000000001/authentication-data/authentication-subscription
1787994410.050952960,10,1,GET,,/nudr-dr/v1/subscription-data/imsi-999700000000001/authentication-data/authentication-subscription
1787994410.089652247,10,1,,200,
1787994410.089826469,2,49,,200,
1787994410.090683811,9,1,,200,
1787994410.090809971,1,49,,200,
1787994410.116167735,7,1,,201,
1787994410.131075852,7,3,PUT,,/nausf-auth/v1/ue-authentications/1/5g-aka-confirmation
1787994410.131277636,1,51,POST,,/nudm-ueau/v1/imsi-999700000000001/auth-events
1787994410.131405159,9,3,POST,,/nudm-ueau/v1/imsi-999700000000001/auth-events
1787994410.131726491,10,3,PUT,,/nudr-dr/v1/subscription-data/imsi-999700000000001/authentication-data/authentication-status
1787994410.151101854,10,3,,204,
1787994410.151249976,2,51,,204,
1787994410.151409570,9,3,,201,
1787994410.151729759,7,3,,200,
1787994410.151802738,5,67,,200,
1787994410.187972199,9,5,PUT,,/nudm-uecm/v1/imsi-999700000000001/registrations/amf-3gpp-access
1787994410.188514702,10,5,PUT,,/nudr-dr/v1/subscription-data/imsi-999700000000001/context-data/amf-3gpp-access
1787994410.189173566,10,5,,204,
1787994410.189268878,2,53,,204,
1787994410.189388155,9,5,,201,
